__id,unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,due_date,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,latitude,longitude,location_address,location_city,location_state,location_zip,location.type,location.coordinates,location
row-ibx8.8tnz~243y,51536747,2021-08-15T19:49:43.000,2021-08-15T22:38:23.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11385,65-12 FOREST AVENUE,FOREST AVENUE,LINDEN STREET,GATES AVENUE,LINDEN STREET,GATES AVENUE,,RIDGEWOOD,FOREST AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T22:38:27.000,05 QUEENS,4034870021,QUEENS,1010879.0,197358.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.708338805395584,-73.90395175641271,,,,,Point,"[-73.90395175641271, 40.708338805395584]",
row-n6hs_xfge~wsnm,51536748,2021-08-15T01:55:08.000,2021-08-15T03:40:50.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11367,79-16 152 STREET,152 STREET,79 AVENUE,UNION TURNPIKE,79 AVENUE,UNION TURNPIKE,,FLUSHING,152 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2021-08-15T03:40:58.000,08 QUEENS,4067120067,QUEENS,1036396.0,201674.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.72007157856738,-73.81188117204793,,,,,Point,"[-73.81188117204793, 40.72007157856738]",
row-g6u9_3trz-b8uw,51536749,2021-08-15T04:24:50.000,2021-08-15T05:08:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108-51 51 AVENUE,51 AVENUE,ANTHONY CAMINITI WAY,111 STREET,ANTHONY CAMINITI WAY,111 STREET,,CORONA,51 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T05:08:19.000,04 QUEENS,4020060063,QUEENS,1024494.0,210405.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.74409814761307,-73.85476581161112,,,,,Point,"[-73.85476581161112, 40.74409814761307]",
row-ekkr_hz78_9xrj,51536750,2021-08-15T02:32:11.000,2021-08-15T03:52:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,13-27 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,,COLLEGE POINT,COLLEGE POINT BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T03:52:09.000,07 QUEENS,4039970011,QUEENS,1026973.0,225720.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.78612217095973,-73.84572217190586,,,,,Point,"[-73.84572217190586, 40.78612217095973]",
row-fps3_4f4g_p49y,51536751,2021-08-15T03:23:36.000,2021-08-15T03:50:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,616 WEST  204 STREET,WEST  204 STREET,SHERMAN AVENUE,VERMILYEA AVENUE,SHERMAN AVENUE,VERMILYEA AVENUE,,NEW YORK,WEST  204 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2021-08-15T03:50:43.000,12 MANHATTAN,1022250020,MANHATTAN,1005755.0,254669.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.86565599795115,-73.92225004383891,,,,,Point,"[-73.92225004383891, 40.86565599795115]",
row-gusb~5396-uv3z,51536752,2021-08-15T08:16:00.000,2021-08-16T12:00:00.000,DSNY,Department of Sanitation,Dirty Conditions,E5 Loose Rubbish,Sidewalk,11422,240-08 135 AVENUE,135 AVENUE,BROOKVILLE BOULEVARD,241 STREET,,,ADDRESS,Rosedale,,N/A,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2021-08-16T12:00:00.000,13 QUEENS,4132210027,QUEENS,1057908.0,184270.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.67214890513997,-73.73446647996084,,,,,Point,"[-73.73446647996084, 40.67214890513997]",
row-gek7~npd5_h54p,51536753,2021-08-15T20:23:42.000,2021-08-15T20:55:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10455,515 JACKSON AVENUE,JACKSON AVENUE,EAST  147 STREET,LOU BIG LOU TORRES WAY,EAST  147 STREET,LOU BIG LOU TORRES WAY,,BRONX,JACKSON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T20:55:05.000,01 BRONX,2025570083,BRONX,1009393.0,235490.0,ONLINE,Unspecified,BRONX,,,,,,,,40.813005638542776,-73.90916899580634,,,,,Point,"[-73.90916899580634, 40.813005638542776]",
row-9y5m.87mg_c2pv,51536754,2021-08-15T03:47:14.000,2021-08-15T04:29:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1149 EAST   35 STREET,EAST   35 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,,BROOKLYN,EAST   35 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2021-08-15T04:29:53.000,18 BROOKLYN,,BROOKLYN,1000375.0,167387.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62610048410645,-73.94191034770738,,,,,Point,"[-73.94191034770738, 40.62610048410645]",
row-ta77_y8pz.n9uy,51536755,2021-08-15T01:13:05.000,2021-08-15T02:53:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1662 POPHAM AVENUE,POPHAM AVENUE,WEST  175 STREET,WEST  176 STREET,WEST  175 STREET,WEST  176 STREET,,BRONX,POPHAM AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-08-15T02:53:10.000,05 BRONX,2028770296,BRONX,1006187.0,248718.0,ONLINE,Unspecified,BRONX,,,,,,,,40.8493212288713,-73.92070765185858,,,,,Point,"[-73.92070765185858, 40.8493212288713]",
row-tr2x_mp2c~59ss,51536756,2021-08-15T04:20:08.000,2021-08-15T04:30:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11210,1148 EAST   35 STREET,EAST   35 STREET,AVENUE J,AVENUE K,AVENUE J,AVENUE K,,BROOKLYN,EAST   35 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,2021-08-15T04:30:08.000,18 BROOKLYN,3076160066,BROOKLYN,1000368.0,167392.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.62611422079239,-73.9419355529738,,,,,Point,"[-73.9419355529738, 40.62611422079239]",
row-yuef-ddgw~mtbx,52973617,2022-01-05T09:48:19.000,2024-03-04T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,11433,109-02 169 PLACE,169 PLACE,,,,,ADDRESS,JAMAICA,,N/A,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2024-03-04T00:00:00.000,12 QUEENS,4101860014,QUEENS,1043925.0,193107.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.69650967838283,-73.78479602651103,,,,,Point,"[-73.78479602651103, 40.69650967838283]",
row-j337_be2i~c6ks,53006095,2016-05-25T00:00:00.000,2024-06-18T09:59:00.000,DSNY,Department of Sanitation,Adopt-A-Basket,Adopt-A-Basket,Sidewalk,,111-02 LIBERTY AVE,LIBERTY AVE,,,,,ADDRESS,,,,Closed,,,2024-03-28T00:00:00.000,0 Unspecified,,Unspecified,,,PHONE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
row-rc4r~jqga_ip65,39897377,2018-08-01T20:36:43.000,2023-10-11T14:05:30.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10469,3058 GUNTHER AVENUE,GUNTHER AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADEE AVENUE,HAMMERSLEY AVENUE,ADDRESS,BRONX,,,Closed,2018-10-07T15:00:45.000,NYC Parks performed the work necessary to correct the condition.,2023-10-11T14:05:36.000,12 BRONX,2047740054,BRONX,1028622.0,256870.0,PHONE,Unspecified,BRONX,,,,,,,,40.871611736542135,-73.83956142609887,,,,,Point,"[-73.83956142609887, 40.871611736542135]",
row-e64x-v6ms.uiq9,53606194,2014-08-30T00:00:00.000,2024-06-13T07:55:00.000,DSNY,Department of Sanitation,Adopt-A-Basket,Adopt-A-Basket,Sidewalk,10035,2181 3 AVENUE,3 AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,,2024-03-19T00:00:00.000,11 MANHATTAN,1017830045,MANHATTAN,1001237.0,230668.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.79979002951565,-73.93864535676255,,,,,Point,"[-73.93864535676255, 40.79979002951565]",
row-3q9b~9gc5-sxzi,51536757,2021-08-15T23:00:00.000,2021-08-16T00:22:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,1948 BOGART AVENUE,BOGART AVENUE,RHINELANDER AVENUE,NEILL AVENUE,RHINELANDER AVENUE,NEILL AVENUE,,BRONX,BOGART AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-08-16T00:22:49.000,11 BRONX,2042660020,BRONX,1022937.0,249089.0,MOBILE,Unspecified,BRONX,,,,,,,,40.850282010120964,-73.86016190609986,,,,,Point,"[-73.86016190609986, 40.850282010120964]",
row-qngs~xcab~vd9i,51536758,2021-08-15T20:57:22.000,2021-08-15T21:31:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11411,114-20 210 STREET,210 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,,CAMBRIA HEIGHTS,210 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-08-15T21:31:56.000,13 QUEENS,4110280224,QUEENS,1055019.0,195109.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.70192291523984,-73.74476727472306,,,,,Point,"[-73.74476727472306, 40.70192291523984]",
row-ykbr.vk57_qjmz,51536759,2021-08-15T03:41:49.000,2021-08-15T07:56:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11436,115-59 140 STREET,140 STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,,JAMAICA,140 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T07:57:00.000,12 QUEENS,4119840007,QUEENS,1039135.0,187393.0,MOBILE,Unspecified,QUEENS,,,,,,,,40.68085710476028,-73.80211653297054,,,,,Point,"[-73.80211653297054, 40.68085710476028]",
row-w54g_q559.f6ud,51536760,2021-08-15T22:33:47.000,2021-08-15T22:56:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11206,483 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,,BROOKLYN,WILLOUGHBY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T22:56:31.000,03 BROOKLYN,3017580068,BROOKLYN,998025.0,192032.0,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.693749532529424,-73.95032577811102,,,,,Point,"[-73.95032577811102, 40.693749532529424]",
row-qvef_j32z.9a7n,51536761,2021-08-15T20:45:55.000,2021-08-15T22:51:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,58 TERRACE VIEW AVENUE,TERRACE VIEW AVENUE,ADRIAN AVENUE,TEUNISSEN PLACE,ADRIAN AVENUE,TEUNISSEN PLACE,,BRONX,TERRACE VIEW AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-08-15T22:51:27.000,08 BRONX,1022150265,BRONX,1008970.0,259140.0,MOBILE,Unspecified,BRONX,,,,,,,,40.87791909863073,-73.91060992844884,,,,,Point,"[-73.91060992844884, 40.87791909863073]",
row-z7z9_3wwz.ji7b,51536762,2021-08-15T03:24:00.000,2021-08-15T03:43:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10075,419 EAST   77 STREET,EAST   77 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,,NEW YORK,EAST   77 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,2021-08-15T03:43:34.000,08 MANHATTAN,1014720008,MANHATTAN,997264.0,220091.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77076573496655,-73.95301575870504,,,,,Point,"[-73.95301575870504, 40.77076573496655]",
row-husi-a5ik-c65p,51536763,2021-08-15T02:07:55.000,2021-08-15T02:51:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,185 DECATUR STREET,DECATUR STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,BROOKLYN,DECATUR STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T02:51:20.000,03 BROOKLYN,,BROOKLYN,1001997.0,187447.0,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.68115768861677,-73.93601437471044,,,,,Point,"[-73.93601437471044, 40.68115768861677]",
row-rgx5.tavd.e8x5,51536764,2021-08-15T23:28:23.000,2021-08-16T00:10:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,76 BOYD STREET,BOYD STREET,WRIGHT STREET,TAPPEN COURT,WRIGHT STREET,TAPPEN COURT,,STATEN ISLAND,BOYD STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,2021-08-16T00:10:24.000,01 STATEN ISLAND,5005220079,STATEN ISLAND,962331.0,167744.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.62706793279824,-74.07896344957453,,,,,Point,"[-74.07896344957453, 40.62706793279824]",
row-5fd5_389b-rtak,51536765,2021-08-15T18:26:32.000,2021-08-15T20:36:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11417,107-25 107 STREET,107 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,,OZONE PARK,107 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2021-08-15T20:36:25.000,10 QUEENS,4095450068,QUEENS,1030434.0,187453.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.681071464799366,-73.8334867969578,,,,,Point,"[-73.8334867969578, 40.681071464799366]",
row-pse2-67vm_hnuj,39899099,2018-08-01T09:08:54.000,2023-09-27T09:45:10.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10128,161 EAST 96 STREET,EAST 96 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,,,Closed,2019-04-28T11:55:12.000,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-27T05:43:15.000,11 MANHATTAN,1016240025,MANHATTAN,997979.0,225519.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.785663079301834,-73.95042331495051,,,,,Point,"[-73.95042331495051, 40.785663079301834]",
row-q4bh-sctq_r33v,39902626,2018-08-02T22:57:06.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10451,315 EAST 149 STREET,EAST 149 STREET,MORRIS AVENUE,COURTLANDT AVENUE,MORRIS AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,,,In Progress,2018-08-09T22:57:06.000,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T16:06:41.000,01 BRONX,2023310022,BRONX,1006150.0,236909.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81690902960233,-73.9208799435277,,,,,Point,"[-73.9208799435277, 40.81690902960233]",
row-y6dp_bxgr~kfwh,39904371,2018-08-02T22:58:23.000,2023-10-06T16:06:37.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10451,315 EAST 149 STREET,EAST 149 STREET,MORRIS AVENUE,COURTLANDT AVENUE,MORRIS AVENUE,COURTLANDT AVENUE,ADDRESS,BRONX,,,Closed,2019-03-10T11:55:38.000,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.",2023-10-06T16:06:42.000,01 BRONX,2023310022,BRONX,1006150.0,236909.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81690902960233,-73.9208799435277,,,,,Point,"[-73.9208799435277, 40.81690902960233]",
row-h263.83cq~njbp,39926100,2018-08-05T03:33:51.000,2023-10-11T14:05:28.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10458,2940 GRAND CONCOURSE,GRAND CONCOURSE,EAST 199 STREET,BEDFORD PARK BOULEVARD,EAST 199 STREET,BEDFORD PARK BOULEVARD,ADDRESS,BRONX,,,Closed,2018-09-01T11:00:11.000,NYC Parks visited the location but could not find the tree condition you reported.,2023-10-11T14:05:36.000,07 BRONX,2033200037,BRONX,1015185.0,256936.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.871850206790576,-73.88814604577036,,,,,Point,"[-73.88814604577036, 40.871850206790576]",
row-ztgk_4c4f.mu5y,39965466,2018-08-09T15:30:19.000,2023-10-10T15:04:37.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11249,50 NORTH 3 STREET,NORTH 3 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,,,Closed,2019-04-30T10:51:06.000,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-10T15:04:39.000,01 BROOKLYN,3023570004,BROOKLYN,994321.0,200781.0,PHONE,Unspecified,BROOKLYN,,,,,,,,40.717768463150406,-73.96366973789922,,,,,Point,"[-73.96366973789922, 40.717768463150406]",
row-5ere_ectc~acr4,40065702,2018-08-21T16:41:06.000,2023-12-14T00:00:00.000,DOB,Department of Buildings,Plumbing,Plumbing-Defective/Leaking/Not Maintained,,11354,34-29 146 STREET,146 STREET,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings investigated this complaint and removed the stop work order.,2023-12-14T00:00:00.000,07 QUEENS,4049960033,QUEENS,1033823.0,218713.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.766854071302824,-73.82103776677943,,,,,Point,"[-73.82103776677943, 40.766854071302824]",
row-ae6n.85d2-izjg,40117696,2018-08-27T15:18:46.000,2023-09-27T10:03:10.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10022,510 PARK AVENUE,PARK AVENUE,EAST 59 STREET,EAST 60 STREET,EAST 59 STREET,EAST 60 STREET,ADDRESS,NEW YORK,,,Closed,2019-05-07T09:23:54.000,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-27T10:03:14.000,08 MANHATTAN,1013740037,MANHATTAN,992684.0,217356.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76326442533738,-73.96955429150206,,,,,Point,"[-73.96955429150206, 40.76326442533738]",
row-vgxk.36wb~mu9a,40125980,2018-08-29T00:10:50.000,2023-09-27T10:04:10.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,92-57 217 STREET,217 STREET,92 ROAD,93 AVENUE,92 ROAD,93 AVENUE,ADDRESS,QUEENS VILLAGE,,,Closed,2019-05-12T08:51:01.000,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-09-27T10:04:14.000,13 QUEENS,4106340045,QUEENS,1056101.0,202275.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.7215830751326,-73.74078852084666,,,,,Point,"[-73.74078852084666, 40.7215830751326]",
row-k282.nptb_fbxj,61199804,2024-05-19T18:41:50.000,2024-05-19T22:39:47.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10040,BROADWAY,BROADWAY,BROADWAY,WEST  192 STREET,BROADWAY,WEST  192 STREET,INTERSECTION,,,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,2024-05-19T22:39:55.000,12 MANHATTAN,,MANHATTAN,1003049.0,251819.0,ONLINE,Unspecified,MANHATTAN,SUV,,,,,,,40.85783978717273,-73.93204140398764,,,,,Point,"[-73.93204140398764, 40.85783978717273]",
